,TRADE_CODE,issue_date,stopped_date
3583,RU000A10AS02,2025-01-30,
3584,RU000A10ARZ9,2025-01-30,
3585,RU000A10BPF3,2025-05-29,
3586,TGKB,2006-10-20,
3587,TGKBP,2007-01-30,
3588,RU000A0JWWM8,2016-10-21,
3589,RU000A0ZYFS2,2017-11-15,
3590,RU000A107JN3,2024-01-10,
3591,TUZA,2008-08-28,
3592,UKUZ,2008-08-28,
3593,RU000A10AYM3,2025-02-24,
3594,URKZ,2012-05-11,
3595,RU000A10C6M3,2025-07-25,
3596,RU000A10D319,2025-10-13,
3597,RU000A10DBV6,2025-10-31,
3598,LIFE,2010-11-24,
3599,RU000A1057P8,2022-09-20,
3600,RU000A106037,2023-03-27,
3601,RU000A106ZU6,2023-10-11,
3602,RU000A0JTYJ6,2013-06-10,
3603,RU000A0JU2K9,2013-08-13,
3604,RU000A0JU2L7,2013-08-13,
3605,RU000A0JTYK4,2013-06-10,
3606,RU000A0JU7S1,2013-10-21,
3607,RU000A0JUC92,2013-12-13,
3608,RU000A0JUCA9,2013-12-13,
3609,RU000A0JVCB5,2015-05-06,
3610,RU000A0JVDD9,2015-05-06,
3611,RU000A105559,2022-08-31,
3612,RU000A105PH6,2022-12-27,
3613,RU000A105VQ5,2023-02-21,
3614,RU000A1065C9,2023-04-25,
3615,RU000A1065A3,2023-04-25,
3616,RU000A107CG2,2023-12-12,
3617,RU000A107D17,2023-12-12,
3618,HIMCP,2011-12-14,
3619,GECO,2023-04-25,
3620,WTCM,2007-09-27,
3621,WTCMP,2007-09-27,
3622,CNTL,2008-12-12,
3623,CNTLP,2011-10-25,
3624,CHKZ,2008-12-12,
3625,CHMK,2008-12-12,
3626,ELMT,2024-06-06,
3627,RU000A105H98,2022-11-24,
3628,RU000A10CH03,2025-08-21,
3629,UNKL,2012-04-20,
3630,IRKT,2005-01-11,
3631,YAKG,2011-12-09,
3632,YKEN,2004-12-02,
3633,YKENP,2008-07-17,
3634,KUZB,2012-09-05,
3635,RU000A1041B2,2021-11-17,
3636,RU000A105EW9,2022-11-10,
3637,RU000A1043G7,2021-11-23,
3638,RU000A105SP3,2023-02-03,
3639,RU000A104FG2,2022-01-26,
3640,RU000A107BP5,2023-12-06,
3641,RU000A104UA4,2022-05-30,
3642,RU000A108991,2024-04-11,
3643,RU000A1053P7,2022-08-18,
3644,RU000A10BJ93,2025-04-30,
3645,RU000A10CB66,2025-08-08,
3646,RU000A10CL64,2025-08-27,
3647,RU000A10DY50,2025-12-23,
3648,RU000A10DY76,2025-12-23,
3649,RU000A10E747,2026-02-04,
3650,TNSE,2015-06-17,
3651,DIOD,2010-06-09,
3652,ZAYM,2024-04-12,
3653,NAUK,2011-12-15,
3654,OMZZP,2004-09-28,
3655,RGSS,2013-11-19,
3656,RU000A108BQ1,2024-04-24,
3657,KCHE,2008-03-14,
3658,KCHEP,2008-07-09,
3659,MAGE,2010-11-12,
3660,MAGEP,2010-11-12,
3661,SAGO,2003-07-21,
3662,SAGOP,2003-07-21,
3663,SLEN,2017-02-06,
3664,XS1634369224,2017-06-29,
3665,BYM000002469,2025-08-28,
3666,BYM000002410,2025-08-21,
3667,BYM000002154,2025-06-26,
3668,BYM000001941,2025-02-28,
3669,BYM000001925,2025-02-24,
3670,BYM000001818,2024-12-27,
3671,XS2120882183,2020-06-24,
3672,XS1760804184,2018-02-28,
3673,RU000A0JRUQ3,2024-06-03,
3674,RU000A107B43,2023-12-01,
3675,RU000A107CX7,2023-12-12,
3676,RU000A107D58,2023-12-13,
3677,RU000A105KB0,2022-12-06,
3678,RU000A107TT9,2024-02-21,
3679,RU000A104V75,2022-06-08,
3680,RU000A10D3J5,2025-10-14,
3681,RU000A0JWGV2,2016-05-19,
3682,RU000A0JXRD5,2017-05-23,
3683,RU000A104W17,2022-06-21,
3684,RU000A10D3K3,2025-10-14,
3685,RU000A0JWTL6,2016-09-22,
3686,RU000A0JXS59,2017-05-31,
3687,RU000A104W33,2022-06-21,
3688,RU000A10EA16,2026-02-13,
3689,RU000A0JXMP0,2017-04-03,
3690,RU000A0ZZ5H3,2018-05-07,
3691,RU000A1055Y4,2022-09-07,
3692,RU000A10EA32,2026-02-13,
3693,RU000A0ZZ5J9,2018-05-07,
3694,RU000A10EWL1,2026-04-20,
3695,RU000A100SZ3,2019-09-05,
3696,RU000A1008Y3,2019-04-09,
3697,RU000A100UT2,2019-09-24,
3698,RU000A102E52,2020-11-25,
3699,RU000A101ZH4,2020-08-04,
3700,RU000A1008V9,2019-04-08,
3701,RU000A0ZZTK7,2018-11-15,
3702,RU000A10BTT6,2025-06-19,
3703,PRMB,2011-05-03,
3704,RU000A104Z48,2022-07-21,
3705,RU000A105YH8,2023-03-16,
3706,RU000A106LL5,2023-07-25,
3707,RU000A106WW9,2023-09-19,
3708,RU000A107AU7,2023-11-30,
3709,RU000A10A7F7,2024-12-03,
3710,RU000A10ADB0,2025-05-15,
3711,RU000A10ADC8,2026-02-05,
3712,RU000A10ACF3,2024-12-18,
3713,RU000A10B3C2,2025-03-17,
3714,RU000A10B8D9,2025-04-08,
3715,RU000A10C287,2025-07-11,
3716,RU000A10C840,,
3717,RU000A10C6S0,2025-07-29,
3718,RU000A10CTX6,2025-09-26,
3719,RU000A10D9J2,2025-10-28,
3720,RU000A10DUL7,2026-04-17,
3721,RU000A10DXJ5,2025-12-22,
3722,RU000A10DWV2,2025-12-19,
3723,RU000A10EEP0,2026-03-02,
3724,RU000A10EP43,2026-04-23,
3725,RU000A10EP50,2026-04-22,
3726,RU000A10EP68,,
3727,RU000A10EP76,2026-04-29,
3728,RU000A10EP84,2026-04-30,
3729,RU000A10EP92,2026-05-06,
3730,RU000A10EPA8,2026-05-07,
3731,RU000A104Z63,2022-07-22,
3732,RU000A107X96,2024-04-09,
3733,RU000A107XA1,2024-07-25,
3734,RU000A107XB9,2024-08-05,
3735,RU000A107XC7,2024-09-26,
3736,RU000A107XD5,2025-12-11,
3737,RU000A1093L2,2024-12-10,
3738,RU000A10C329,2025-07-15,
3739,RU000A10EF11,2026-03-04,
3740,RU000A105SZ2,2023-02-02,
3741,RU000A106CB5,2023-06-06,
3742,RU000A107KV4,2024-01-18,
3743,RU000A10A1U9,2024-11-13,
3744,RU000A10B750,2025-03-28,
3745,RU000A10BVF1,2025-06-25,
3746,RU000A10DX69,2025-12-19,
3747,RU000A10CDX0,2025-08-14,
3748,RU000A10ERA4,2026-04-03,
3749,RU000A1067T9,2023-05-16,
3750,RU000A106R12,2023-08-16,
3751,RU000A1078Y6,2023-11-23,
3752,RU000A107SX3,2024-02-19,
3753,RU000A10B081,2025-03-05,
3754,RU000A0JPZP8,2008-10-10,
3755,RU000A0JPZL7,2008-10-10,
3756,MONY,2024-12-26,
3757,RU000A101TT2,2020-06-26,
3758,RU000A101Y18,2020-07-31,
3759,RU000A1084Q0,2024-03-29,
3760,RU000A102564,2020-09-30,
3761,RU000A1028U9,2020-10-22,
3762,RU000A102E37,2020-11-30,
3763,RU000A102FE1,2020-12-03,
3764,RU000A1089X5,2024-04-15,
3765,RU000A102GA7,2020-12-10,
3766,RU000A1089W7,2024-04-15,
3767,RU000A102S72,2021-02-25,
3768,RU000A1089U1,2024-04-15,
3769,RU000A0JVB19,2015-03-31,
3770,RU000A0JVB27,2015-03-31,
3771,RU000A0JVKH5,2015-07-01,
3772,RU000A0JX1S1,2016-12-15,
3773,RU000A0JWLU4,2016-06-28,
3774,RU000A0JXJK7,2017-02-22,
3775,RU000A0JWHU2,2016-05-27,
3776,RU000A106K43,2023-07-17,
3777,RU000A106VV3,2023-09-13,
3778,RU000A106ZL5,2023-10-05,
3779,RU000A107936,2023-11-24,
3780,RU000A107PU5,2024-01-31,
3781,RU000A108124,2024-03-15,
3782,RU000A0JWYJ0,2016-11-11,
3783,RU000A0ZZZZ2,2018-12-27,
3784,RU000A100Q50,2019-08-13,
3785,RU000A100QA0,2019-08-14,
3786,KMEZ,2009-09-07,
3787,RU000A106938,2023-05-23,
3788,RU000A10AUX8,2025-02-12,
3789,RU000A10BV55,2025-06-24,
3790,RU000A10C9Y2,2025-08-05,
3791,RU000A102EF1,2020-11-26,
3792,RU000A1083N9,2024-03-27,
3793,RU000A10EED6,2026-03-02,
3794,RU000A102EE4,2020-11-26,
3795,RU000A109DY9,2024-09-03,
3796,RU000A10EHA5,2026-03-11,
3797,RU000A10A125,2024-11-11,
3798,RU000A1057S2,2022-09-20,
3799,RU000A105ZC6,2023-03-20,
3800,RU000A105A87,2022-10-11,
3801,RU000A10DJV9,2025-11-21,
3802,RU000A0HGNG6,2022-02-09,
3803,RU000A0HGNH4,2024-04-26,
3804,RU000A0JPMD2,2023-09-20,
3805,ARSA,2008-04-07,
3806,RU000A0JXWF0,2024-04-26,
